"FID","Name","LH_MED","Height","YearBuilt","POINT_X","POINT_Y","year","reach","lights"
369,"MaryportSouthSide",0,0,1857,302782.6196,536402.6246,1831,0,0
369,"MaryportSouthSide",0,0,1857,302782.6196,536402.6246,1851,0,0
369,"MaryportSouthSide",0,0,1857,302782.6196,536402.6246,1911,3,1
365,"MaryportSouthWoodenPier",0,0,1796,303149.7876,536717.8535,1693,NA,0
365,"MaryportSouthWoodenPier",0,0,1796,303149.7876,536717.8535,1753,NA,0
365,"MaryportSouthWoodenPier",0,0,1796,303149.7876,536717.8535,1831,8,2
365,"MaryportSouthWoodenPier",0,0,1796,303149.7876,536717.8535,1851,10,1
365,"MaryportSouthWoodenPier",0,0,1796,303149.7876,536717.8535,1911,6,1
395,"MaugholdHead",0,0,0,249718.9455,491377.2344,1693,NA,0
395,"MaugholdHead",0,0,0,249718.9455,491377.2344,1753,NA,0
395,"MaugholdHead",0,0,0,249718.9455,491377.2344,1831,0,0
395,"MaugholdHead",0,0,0,249718.9455,491377.2344,1851,0,0
395,"MaugholdHead",0,0,0,249718.9455,491377.2344,1911,0,1
456,"Menai",0,0,1837,255446.4002,371808.5256,1693,NA,0
456,"Menai",0,0,1837,255446.4002,371808.5256,1753,NA,0
456,"Menai",0,0,1837,255446.4002,371808.5256,1831,0,0
456,"Menai",0,0,1837,255446.4002,371808.5256,1851,10,1
456,"Menai",0,0,1837,255446.4002,371808.5256,1911,13,1
461,"MenaiBridge",0,0,1902,255581.6038,371514.5667,1693,NA,0
461,"MenaiBridge",0,0,1902,255581.6038,371514.5667,1753,NA,0
461,"MenaiBridge",0,0,1902,255581.6038,371514.5667,1831,0,0
461,"MenaiBridge",0,0,1902,255581.6038,371514.5667,1851,0,0
461,"MenaiBridge",0,0,1902,255581.6038,371514.5667,1911,0,1
438,"MerseyRiverHerculaneumDock",0,0,1893,335505.4115,387315.0123,1693,NA,0
438,"MerseyRiverHerculaneumDock",0,0,1893,335505.4115,387315.0123,1753,NA,0
438,"MerseyRiverHerculaneumDock",0,0,1893,335505.4115,387315.0123,1831,0,0
438,"MerseyRiverHerculaneumDock",0,0,1893,335505.4115,387315.0123,1851,0,0
438,"MerseyRiverHerculaneumDock",0,0,1893,335505.4115,387315.0123,1911,0,2
439,"MerseyRiverHerculaneumDockWall",0,0,1887,335496.3966,387190.0841,1693,NA,0
439,"MerseyRiverHerculaneumDockWall",0,0,1887,335496.3966,387190.0841,1753,NA,0
439,"MerseyRiverHerculaneumDockWall",0,0,1887,335496.3966,387190.0841,1831,0,0
439,"MerseyRiverHerculaneumDockWall",0,0,1887,335496.3966,387190.0841,1851,0,0
439,"MerseyRiverHerculaneumDockWall",0,0,1887,335496.3966,387190.0841,1911,0,1
60,"Mevagissey",0,0,1889,201772.5889,44789.3397,1693,NA,0
60,"Mevagissey",0,0,1889,201772.5889,44789.3397,1753,NA,0
60,"Mevagissey",0,0,1889,201772.5889,44789.3397,1831,0,0
60,"Mevagissey",0,0,1889,201772.5889,44789.3397,1851,0,0
60,"Mevagissey",0,0,1889,201772.5889,44789.3397,1911,10,1
303,"Middle_LV",0,0,1868,530972.1377,413421.2544,1693,NA,0
303,"Middle_LV",0,0,1868,530972.1377,413421.2544,1753,NA,0
303,"Middle_LV",0,0,1868,530972.1377,413421.2544,1831,0,0
303,"Middle_LV",0,0,1868,530972.1377,413421.2544,1851,0,0
303,"Middle_LV",0,0,1868,530972.1377,413421.2544,1911,7,1
489,"Milford",0,0,0,190149.2143,205624.9693,1693,NA,0
489,"Milford",0,0,0,190149.2143,205624.9693,1753,NA,0
489,"Milford",0,0,0,190149.2143,205624.9693,1831,0,0
489,"Milford",0,0,0,190149.2143,205624.9693,1851,0,0
489,"Milford",0,0,0,190149.2143,205624.9693,1911,1,2
493,"MilfordChurchLake",0,0,1883,195994.5488,205259.8376,1693,NA,0
493,"MilfordChurchLake",0,0,1883,195994.5488,205259.8376,1753,NA,0
493,"MilfordChurchLake",0,0,1883,195994.5488,205259.8376,1831,0,0
493,"MilfordChurchLake",0,0,1883,195994.5488,205259.8376,1851,0,0
493,"MilfordChurchLake",0,0,1883,195994.5488,205259.8376,1911,3,2
492,"MilfordHazelBeach",0,0,1883,194681.6379,204786.6691,1693,NA,0
492,"MilfordHazelBeach",0,0,1883,194681.6379,204786.6691,1753,NA,0
492,"MilfordHazelBeach",0,0,1883,194681.6379,204786.6691,1831,0,0
492,"MilfordHazelBeach",0,0,1883,194681.6379,204786.6691,1851,0,0
492,"MilfordHazelBeach",0,0,1883,194681.6379,204786.6691,1911,3,2
495,"MilfordHmDockyard",0,0,1862,195935.6106,203720.2836,1693,NA,0
495,"MilfordHmDockyard",0,0,1862,195935.6106,203720.2836,1753,NA,0
495,"MilfordHmDockyard",0,0,1862,195935.6106,203720.2836,1831,0,0
495,"MilfordHmDockyard",0,0,1862,195935.6106,203720.2836,1851,0,0
495,"MilfordHmDockyard",0,0,1862,195935.6106,203720.2836,1911,3,1
21,"MilfordLightTower",0,159,1714,180627.5818,202871.788,1693,NA,0
21,"MilfordLightTower",0,159,1714,180627.5818,202871.788,1753,NA,1
21,"MilfordLightTower",0,159,1714,180627.5818,202871.788,1831,19,2
21,"MilfordLightTower",0,159,1714,180627.5818,202871.788,1851,0,0
21,"MilfordLightTower",0,159,1714,180627.5818,202871.788,1911,0,0
494,"MilfordNeylandPoint_LV",0,0,1868,181321.8382,197063.3168,1693,NA,0
494,"MilfordNeylandPoint_LV",0,0,1868,181321.8382,197063.3168,1753,NA,0
494,"MilfordNeylandPoint_LV",0,0,1868,181321.8382,197063.3168,1831,0,0
494,"MilfordNeylandPoint_LV",0,0,1868,181321.8382,197063.3168,1851,0,0
494,"MilfordNeylandPoint_LV",0,0,1868,181321.8382,197063.3168,1911,2,1
559,"Minehead",1,0,0,297152.7303,147133.0272,1693,NA,0
559,"Minehead",1,0,0,297152.7303,147133.0272,1753,NA,0
559,"Minehead",1,0,0,297152.7303,147133.0272,1831,0,0
559,"Minehead",1,0,0,297152.7303,147133.0272,1851,0,0
559,"Minehead",1,0,0,297152.7303,147133.0272,1911,4,2
523,"Monkstone",0,0,1859,323512.8187,169074.7862,1693,NA,0
523,"Monkstone",0,0,1859,323512.8187,169074.7862,1753,NA,0
523,"Monkstone",0,0,1859,323512.8187,169074.7862,1831,0,0
523,"Monkstone",0,0,1859,323512.8187,169074.7862,1851,0,0
523,"Monkstone",0,0,1859,323512.8187,169074.7862,1911,6,1
594,"Morecambe",0,0,1851,342449.5672,464777.9453,1693,NA,0
594,"Morecambe",0,0,1851,342449.5672,464777.9453,1753,NA,0
594,"Morecambe",0,0,1851,342449.5672,464777.9453,1831,0,0
594,"Morecambe",0,0,1851,342449.5672,464777.9453,1851,0,0
594,"Morecambe",0,0,1851,342449.5672,464777.9453,1911,8,3
409,"MorecambeBay_LV",0,0,1863,314476.5928,445862.9448,1693,NA,0
409,"MorecambeBay_LV",0,0,1863,314476.5928,445862.9448,1753,NA,0
409,"MorecambeBay_LV",0,0,1863,314476.5928,445862.9448,1831,0,0
409,"MorecambeBay_LV",0,0,1863,314476.5928,445862.9448,1851,0,0
409,"MorecambeBay_LV",0,0,1863,314476.5928,445862.9448,1911,11,1
458,"MountField",0,0,1896,260186.2333,372552.0212,1693,NA,0
458,"MountField",0,0,1896,260186.2333,372552.0212,1753,NA,0
458,"MountField",0,0,1896,260186.2333,372552.0212,1831,0,0
458,"MountField",0,0,1896,260186.2333,372552.0212,1851,0,0
458,"MountField",0,0,1896,260186.2333,372552.0212,1911,0,1
71,"MountWise",0,0,0,246080.7002,53321.7993,1693,NA,0
71,"MountWise",0,0,0,246080.7002,53321.7993,1753,NA,0
71,"MountWise",0,0,0,246080.7002,53321.7993,1831,0,0
71,"MountWise",0,0,0,246080.7002,53321.7993,1851,0,0
71,"MountWise",0,0,0,246080.7002,53321.7993,1911,0,1
250,"Mouse_LV",0,0,1838,603969.3386,183984.461,1693,NA,0
250,"Mouse_LV",0,0,1838,603969.3386,183984.461,1753,NA,0
250,"Mouse_LV",0,0,1838,603969.3386,183984.461,1831,0,0
250,"Mouse_LV",0,0,1838,603969.3386,183984.461,1851,10,1
250,"Mouse_LV",0,0,1838,603969.3386,183984.461,1911,11,1
52,"MouseholeHarbour",0,0,1896,146955.1123,26356.6965,1693,NA,0
52,"MouseholeHarbour",0,0,1896,146955.1123,26356.6965,1753,NA,0
52,"MouseholeHarbour",0,0,1896,146955.1123,26356.6965,1831,0,0
52,"MouseholeHarbour",0,0,1896,146955.1123,26356.6965,1851,0,0
52,"MouseholeHarbour",0,0,1896,146955.1123,26356.6965,1911,4,1
108,"MtOrgueilGorey",0,0,1898,398620.5575,-77882.5551,1693,NA,0
108,"MtOrgueilGorey",0,0,1898,398620.5575,-77882.5551,1753,NA,0
108,"MtOrgueilGorey",0,0,1898,398620.5575,-77882.5551,1831,0,0
108,"MtOrgueilGorey",0,0,1898,398620.5575,-77882.5551,1851,0,0
108,"MtOrgueilGorey",0,0,1898,398620.5575,-77882.5551,1911,10,1
237,"Mucking",0,0,1849,572713.3372,181181.212,1693,NA,0
237,"Mucking",0,0,1849,572713.3372,181181.212,1753,NA,0
237,"Mucking",0,0,1849,572713.3372,181181.212,1831,0,0
237,"Mucking",0,0,1849,572713.3372,181181.212,1851,0,1
237,"Mucking",0,0,1849,572713.3372,181181.212,1911,11,1
505,"Mumbles",0,56,1798,263398.4918,187224.7712,1693,NA,0
505,"Mumbles",0,56,1798,263398.4918,187224.7712,1753,NA,0
505,"Mumbles",0,56,1798,263398.4918,187224.7712,1831,15,1
505,"Mumbles",0,56,1798,263398.4918,187224.7712,1851,15,1
505,"Mumbles",0,56,1798,263398.4918,187224.7712,1911,15,1
72,"MuttonCove",0,0,1891,244786.7728,56038.7128,1693,NA,0
72,"MuttonCove",0,0,1891,244786.7728,56038.7128,1753,NA,0
72,"MuttonCove",0,0,1891,244786.7728,56038.7128,1831,0,0
72,"MuttonCove",0,0,1891,244786.7728,56038.7128,1851,0,0
72,"MuttonCove",0,0,1891,244786.7728,56038.7128,1911,0,1
170,"Nab_LV",0,0,1812,613810.2616,92748.1399,1693,NA,0
170,"Nab_LV",0,0,1812,613810.2616,92748.1399,1753,NA,0
170,"Nab_LV",0,0,1812,613810.2616,92748.1399,1831,8,2
170,"Nab_LV",0,0,1812,613810.2616,92748.1399,1851,0,1
170,"Nab_LV",0,0,1812,613810.2616,92748.1399,1911,11,1
516,"Nash",0,0,1832,292038.3179,168064.9236,1693,NA,0
516,"Nash",0,0,1832,292038.3179,168064.9236,1753,NA,0
516,"Nash",0,0,1832,292038.3179,168064.9236,1831,0,0
516,"Nash",0,0,1832,292038.3179,168064.9236,1851,18,2
516,"Nash",0,0,1832,292038.3179,168064.9236,1911,19,2
22,"Naze_Beacon",0,0,0,626348.0094,223560.0804,1693,NA,1
22,"Naze_Beacon",0,0,0,626348.0094,223560.0804,1753,NA,1
22,"Naze_Beacon",0,0,0,626348.0094,223560.0804,1831,0,0
22,"Naze_Beacon",0,0,0,626348.0094,223560.0804,1851,0,0
22,"Naze_Beacon",0,0,0,626348.0094,223560.0804,1911,0,0
510,"NeathEmbarkment",0,0,0,270973.1246,191681.6606,1693,NA,0
510,"NeathEmbarkment",0,0,0,270973.1246,191681.6606,1753,NA,0
510,"NeathEmbarkment",0,0,0,270973.1246,191681.6606,1831,0,0
510,"NeathEmbarkment",0,0,0,270973.1246,191681.6606,1851,0,0
510,"NeathEmbarkment",0,0,0,270973.1246,191681.6606,1911,0,1
509,"NeathTrainingWall",0,0,0,271782.2561,192637.2105,1693,NA,0
509,"NeathTrainingWall",0,0,0,271782.2561,192637.2105,1753,NA,0
509,"NeathTrainingWall",0,0,0,271782.2561,192637.2105,1831,0,0
509,"NeathTrainingWall",0,0,0,271782.2561,192637.2105,1851,0,0
509,"NeathTrainingWall",0,0,0,271782.2561,192637.2105,1911,0,2
124,"Needles",0,469,1786,428848.4525,84875.7085,1693,NA,0
124,"Needles",0,469,1786,428848.4525,84875.7085,1753,NA,0
124,"Needles",0,469,1786,428848.4525,84875.7085,1831,28,3
124,"Needles",0,469,1786,428848.4525,84875.7085,1851,27,1
124,"Needles",0,469,1786,428848.4525,84875.7085,1911,14,1
536,"NewPassage",0,0,1868,350902.1871,179684.8625,1693,NA,0
536,"NewPassage",0,0,1868,350902.1871,179684.8625,1753,NA,0
536,"NewPassage",0,0,1868,350902.1871,179684.8625,1831,0,0
536,"NewPassage",0,0,1868,350902.1871,179684.8625,1851,0,0
536,"NewPassage",0,0,1868,350902.1871,179684.8625,1911,0,1
482,"NewQuay",0,0,0,180958.3298,62640.9517,1693,NA,0
482,"NewQuay",0,0,0,180958.3298,62640.9517,1753,NA,0
482,"NewQuay",0,0,0,180958.3298,62640.9517,1831,0,0
482,"NewQuay",0,0,0,180958.3298,62640.9517,1851,0,0
482,"NewQuay",0,0,0,180958.3298,62640.9517,1911,0,1
284,"Newarp_LV",0,37,1791,662035.9702,324042.129,1693,NA,0
284,"Newarp_LV",0,37,1791,662035.9702,324042.129,1753,NA,0
284,"Newarp_LV",0,37,1791,662035.9702,324042.129,1831,9,3
284,"Newarp_LV",0,37,1791,662035.9702,324042.129,1851,10,3
284,"Newarp_LV",0,37,1791,662035.9702,324042.129,1911,11,1
187,"NewhavenBreakwater",0,0,1892,545119.4895,99445.4781,1693,NA,0
187,"NewhavenBreakwater",0,0,1892,545119.4895,99445.4781,1753,NA,0
187,"NewhavenBreakwater",0,0,1892,545119.4895,99445.4781,1831,0,0
187,"NewhavenBreakwater",0,0,1892,545119.4895,99445.4781,1851,0,0
187,"NewhavenBreakwater",0,0,1892,545119.4895,99445.4781,1911,12,1
185,"NewhavenEastPier",0,0,1862,545187.8204,99937.7123,1693,NA,0
185,"NewhavenEastPier",0,0,1862,545187.8204,99937.7123,1753,NA,0
185,"NewhavenEastPier",0,0,1862,545187.8204,99937.7123,1831,0,0
185,"NewhavenEastPier",0,0,1862,545187.8204,99937.7123,1851,0,0
185,"NewhavenEastPier",0,0,1862,545187.8204,99937.7123,1911,0,1
186,"NewhavenWestPier",0,23,1799,545104.6151,99447.623,1693,NA,0
186,"NewhavenWestPier",0,23,1799,545104.6151,99447.623,1753,NA,0
186,"NewhavenWestPier",0,23,1799,545104.6151,99447.623,1831,8,2
186,"NewhavenWestPier",0,23,1799,545104.6151,99447.623,1851,8,2
186,"NewhavenWestPier",0,23,1799,545104.6151,99447.623,1911,0,1
53,"Newlyn",0,0,1887,146693.5821,28628.2012,1693,NA,0
53,"Newlyn",0,0,1887,146693.5821,28628.2012,1753,NA,0
53,"Newlyn",0,0,1887,146693.5821,28628.2012,1831,0,0
53,"Newlyn",0,0,1887,146693.5821,28628.2012,1851,0,0
53,"Newlyn",0,0,1887,146693.5821,28628.2012,1911,7,2
305,"NewshamBooth",0,0,1880,505238.3477,426215.145,1693,NA,0
305,"NewshamBooth",0,0,1880,505238.3477,426215.145,1753,NA,0
305,"NewshamBooth",0,0,1880,505238.3477,426215.145,1831,0,0
305,"NewshamBooth",0,0,1880,505238.3477,426215.145,1851,0,0
305,"NewshamBooth",0,0,1880,505238.3477,426215.145,1911,0,1
491,"NewtonNoyes",0,0,0,191758.909,204957.1581,1693,NA,0
491,"NewtonNoyes",0,0,0,191758.909,204957.1581,1753,NA,0
491,"NewtonNoyes",0,0,0,191758.909,204957.1581,1831,0,0
491,"NewtonNoyes",0,0,0,191758.909,204957.1581,1851,0,0
491,"NewtonNoyes",0,0,0,191758.909,204957.1581,1911,1,1
327,"NinthBuoy",0,0,0,454386.3848,526683.1957,1693,NA,0
327,"NinthBuoy",0,0,0,454386.3848,526683.1957,1753,NA,0
327,"NinthBuoy",0,0,0,454386.3848,526683.1957,1831,0,0
327,"NinthBuoy",0,0,0,454386.3848,526683.1957,1851,0,0
327,"NinthBuoy",0,0,0,454386.3848,526683.1957,1911,0,2
157,"NomansLand",0,0,1866,463824.7436,93786.8636,1693,NA,0
157,"NomansLand",0,0,1866,463824.7436,93786.8636,1753,NA,0
157,"NomansLand",0,0,1866,463824.7436,93786.8636,1831,0,0
157,"NomansLand",0,0,1866,463824.7436,93786.8636,1851,0,0
157,"NomansLand",0,0,1866,463824.7436,93786.8636,1911,8,1
23,"Nore_LV",0,30,1732,594390.5782,179813.8563,1693,NA,0
23,"Nore_LV",0,30,1732,594390.5782,179813.8563,1753,NA,1
23,"Nore_LV",0,30,1732,594390.5782,179813.8563,1831,10,1
23,"Nore_LV",0,30,1732,594390.5782,179813.8563,1851,10,1
23,"Nore_LV",0,30,1732,594390.5782,179813.8563,1911,11,1
214,"NorthGoodwin_LV",0,35,1793,650440.2454,166322.5238,1693,NA,0
214,"NorthGoodwin_LV",0,35,1793,650440.2454,166322.5238,1753,NA,0
214,"NorthGoodwin_LV",0,35,1793,650440.2454,166322.5238,1831,9,3
214,"NorthGoodwin_LV",0,35,1793,650440.2454,166322.5238,1851,10,3
214,"NorthGoodwin_LV",0,35,1793,650440.2454,166322.5238,1911,11,1
470,"NorthStack",0,0,1909,221422.2843,383996.0299,1693,NA,0
470,"NorthStack",0,0,1909,221422.2843,383996.0299,1753,NA,0
470,"NorthStack",0,0,1909,221422.2843,383996.0299,1831,0,0
470,"NorthStack",0,0,1909,221422.2843,383996.0299,1851,0,0
470,"NorthStack",0,0,1909,221422.2843,383996.0299,1911,0,1
356,"NorthSunderlandNWPier",0,0,1877,422128.6295,632294.7967,1693,NA,0
356,"NorthSunderlandNWPier",0,0,1877,422128.6295,632294.7967,1753,NA,0
356,"NorthSunderlandNWPier",0,0,1877,422128.6295,632294.7967,1831,0,0
356,"NorthSunderlandNWPier",0,0,1877,422128.6295,632294.7967,1851,0,0
356,"NorthSunderlandNWPier",0,0,1877,422128.6295,632294.7967,1911,5,2
357,"NorthSunderlandOldPier",0,0,1889,422008.0975,632172.558,1693,NA,0
357,"NorthSunderlandOldPier",0,0,1889,422008.0975,632172.558,1753,NA,0
357,"NorthSunderlandOldPier",0,0,1889,422008.0975,632172.558,1831,0,0
357,"NorthSunderlandOldPier",0,0,1889,422008.0975,632172.558,1851,0,0
357,"NorthSunderlandOldPier",0,0,1889,422008.0975,632172.558,1911,4,1
370,"NorthTonguePier",0,0,1857,302893.7075,536891.192,1693,NA,0
370,"NorthTonguePier",0,0,1857,302893.7075,536891.192,1753,NA,0
370,"NorthTonguePier",0,0,1857,302893.7075,536891.192,1831,0,0
370,"NorthTonguePier",0,0,1857,302893.7075,536891.192,1851,0,0
370,"NorthTonguePier",0,0,1857,302893.7075,536891.192,1911,3,1
420,"NorthTrainingWall",0,0,1909,337434.8719,425927.4669,1693,NA,0
420,"NorthTrainingWall",0,0,1909,337434.8719,425927.4669,1753,NA,0
420,"NorthTrainingWall",0,0,1909,337434.8719,425927.4669,1831,0,0
420,"NorthTrainingWall",0,0,1909,337434.8719,425927.4669,1851,0,0
420,"NorthTrainingWall",0,0,1909,337434.8719,425927.4669,1911,0,1
24,"North_Foreland",0,340,1790,639736.3253,169669.5293,1693,NA,1
24,"North_Foreland",0,340,1790,639736.3253,169669.5293,1753,NA,1
24,"North_Foreland",0,340,1790,639736.3253,169669.5293,1831,22,1
24,"North_Foreland",0,340,1790,639736.3253,169669.5293,1851,18,1
24,"North_Foreland",0,340,1790,639736.3253,169669.5293,1911,20,1
241,"Northfleet",0,0,1859,562412.0325,174768.6107,1693,NA,0
241,"Northfleet",0,0,1859,562412.0325,174768.6107,1753,NA,0
241,"Northfleet",0,0,1859,562412.0325,174768.6107,1831,0,0
241,"Northfleet",0,0,1859,562412.0325,174768.6107,1851,0,0
241,"Northfleet",0,0,1859,562412.0325,174768.6107,1911,6,1
508,"OldEastPier",0,0,0,266701.1839,191833.1304,1693,NA,0
508,"OldEastPier",0,0,0,266701.1839,191833.1304,1753,NA,0
508,"OldEastPier",0,0,0,266701.1839,191833.1304,1831,0,0
508,"OldEastPier",0,0,0,266701.1839,191833.1304,1851,0,0
508,"OldEastPier",0,0,0,266701.1839,191833.1304,1911,0,1
104,"OldHarbour",0,0,1832,361325.4755,-49250.5604,1693,NA,0
104,"OldHarbour",0,0,1832,361325.4755,-49250.5604,1753,NA,0
104,"OldHarbour",0,0,1832,361325.4755,-49250.5604,1831,0,0
104,"OldHarbour",0,0,1832,361325.4755,-49250.5604,1851,0,0
104,"OldHarbour",0,0,1832,361325.4755,-49250.5604,1911,7,2
378,"OldNorthWall",0,0,1902,297001.7887,518506.2699,1693,NA,0
378,"OldNorthWall",0,0,1902,297001.7887,518506.2699,1753,NA,0
378,"OldNorthWall",0,0,1902,297001.7887,518506.2699,1831,0,0
378,"OldNorthWall",0,0,1902,297001.7887,518506.2699,1851,0,0
378,"OldNorthWall",0,0,1902,297001.7887,518506.2699,1911,0,1
25,"Orfordness",1,0,1792,644853.3397,248907.2905,1693,NA,2
25,"Orfordness",1,0,1792,644853.3397,248907.2905,1753,NA,2
25,"Orfordness",1,0,1792,644853.3397,248907.2905,1831,22,2
25,"Orfordness",1,0,1792,644853.3397,248907.2905,1851,12,1
25,"Orfordness",1,0,1792,644853.3397,248907.2905,1911,15,2
299,"OuterDowsing_LV",0,0,1861,599031.131,410841.0903,1693,NA,0
299,"OuterDowsing_LV",0,0,1861,599031.131,410841.0903,1753,NA,0
299,"OuterDowsing_LV",0,0,1861,599031.131,410841.0903,1831,0,0
299,"OuterDowsing_LV",0,0,1861,599031.131,410841.0903,1851,0,0
299,"OuterDowsing_LV",0,0,1861,599031.131,410841.0903,1911,11,1
271,"OuterGabbard_LV",0,0,1888,670614.2934,237128.6578,1693,NA,0
271,"OuterGabbard_LV",0,0,1888,670614.2934,237128.6578,1753,NA,0
271,"OuterGabbard_LV",0,0,1888,670614.2934,237128.6578,1831,0,0
271,"OuterGabbard_LV",0,0,1888,670614.2934,237128.6578,1851,0,0
271,"OuterGabbard_LV",0,0,1888,670614.2934,237128.6578,1911,11,1
163,"OuterTownCamber",0,0,0,459063.3616,105231.345,1693,NA,0
163,"OuterTownCamber",0,0,0,459063.3616,105231.345,1753,NA,0
163,"OuterTownCamber",0,0,0,459063.3616,105231.345,1831,0,0
163,"OuterTownCamber",0,0,0,459063.3616,105231.345,1851,0,0
163,"OuterTownCamber",0,0,0,459063.3616,105231.345,1911,0,1
174,"Owers_LV",0,26,1788,589045.1295,71448.7742,1693,NA,0
174,"Owers_LV",0,26,1788,589045.1295,71448.7742,1753,NA,0
174,"Owers_LV",0,26,1788,589045.1295,71448.7742,1831,9,1
174,"Owers_LV",0,26,1788,589045.1295,71448.7742,1851,10,1
174,"Owers_LV",0,26,1788,589045.1295,71448.7742,1911,11,1
567,"Padstow",0,0,1868,193073.8596,75728.9716,1693,NA,0
567,"Padstow",0,0,1868,193073.8596,75728.9716,1753,NA,0
567,"Padstow",0,0,1868,193073.8596,75728.9716,1831,0,0
567,"Padstow",0,0,1868,193073.8596,75728.9716,1851,0,0
567,"Padstow",0,0,1868,193073.8596,75728.9716,1911,0,2
272,"Pakefield",0,0,1832,653609.1894,289668.9018,1693,NA,0
272,"Pakefield",0,0,1832,653609.1894,289668.9018,1753,NA,0
272,"Pakefield",0,0,1832,653609.1894,289668.9018,1831,0,0
272,"Pakefield",0,0,1832,653609.1894,289668.9018,1851,9,1
272,"Pakefield",0,0,1832,653609.1894,289668.9018,1911,0,0
266,"Parkeston",0,0,1882,624055.4764,232743.731,1693,NA,0
266,"Parkeston",0,0,1882,624055.4764,232743.731,1753,NA,0
266,"Parkeston",0,0,1882,624055.4764,232743.731,1831,0,0
266,"Parkeston",0,0,1882,624055.4764,232743.731,1851,0,0
266,"Parkeston",0,0,1882,624055.4764,232743.731,1911,0,1
309,"PaullCliffs",0,0,1836,517091.1153,425000.8658,1693,NA,0
309,"PaullCliffs",0,0,1836,517091.1153,425000.8658,1753,NA,0
309,"PaullCliffs",0,0,1836,517091.1153,425000.8658,1831,0,0
309,"PaullCliffs",0,0,1836,517091.1153,425000.8658,1851,7,1
309,"PaullCliffs",0,0,1836,517091.1153,425000.8658,1911,0,0
380,"PeelHarbourBreakwater",0,0,1865,224362.8062,484723.5027,1693,NA,0
380,"PeelHarbourBreakwater",0,0,1865,224362.8062,484723.5027,1753,NA,0
380,"PeelHarbourBreakwater",0,0,1865,224362.8062,484723.5027,1831,0,0
380,"PeelHarbourBreakwater",0,0,1865,224362.8062,484723.5027,1851,0,0
380,"PeelHarbourBreakwater",0,0,1865,224362.8062,484723.5027,1911,5,1
381,"PeelHarbourPier",0,21,1811,224183.3541,484476.0823,1693,NA,0
381,"PeelHarbourPier",0,21,1811,224183.3541,484476.0823,1753,NA,0
381,"PeelHarbourPier",0,21,1811,224183.3541,484476.0823,1831,5,1
381,"PeelHarbourPier",0,21,1811,224183.3541,484476.0823,1851,8,1
381,"PeelHarbourPier",0,21,1811,224183.3541,484476.0823,1911,3,1
502,"PembreyHarbour",0,27,1819,242083.2362,198962.8346,1693,NA,0
502,"PembreyHarbour",0,27,1819,242083.2362,198962.8346,1753,NA,0
502,"PembreyHarbour",0,27,1819,242083.2362,198962.8346,1831,3,1
502,"PembreyHarbour",0,27,1819,242083.2362,198962.8346,1851,9,1
502,"PembreyHarbour",0,27,1819,242083.2362,198962.8346,1911,0,0
528,"Penarth",0,0,1894,319012.9993,171349.7974,1693,NA,0
528,"Penarth",0,0,1894,319012.9993,171349.7974,1753,NA,0
528,"Penarth",0,0,1894,319012.9993,171349.7974,1831,0,0
528,"Penarth",0,0,1894,319012.9993,171349.7974,1851,0,0
528,"Penarth",0,0,1894,319012.9993,171349.7974,1911,3,1
574,"Pendeen",0,0,1900,137829.8091,35960.1967,1693,NA,0
574,"Pendeen",0,0,1900,137829.8091,35960.1967,1753,NA,0
574,"Pendeen",0,0,1900,137829.8091,35960.1967,1831,0,0
574,"Pendeen",0,0,1900,137829.8091,35960.1967,1851,0,0
574,"Pendeen",0,0,1900,137829.8091,35960.1967,1911,20,1
459,"Penrhyn",0,0,0,259096.3941,373139.0819,1693,NA,0
459,"Penrhyn",0,0,0,259096.3941,373139.0819,1753,NA,0
459,"Penrhyn",0,0,0,259096.3941,373139.0819,1831,0,0
459,"Penrhyn",0,0,0,259096.3941,373139.0819,1851,0,0
459,"Penrhyn",0,0,0,259096.3941,373139.0819,1911,0,1
54,"PenzancePier",0,22,1817,147703.5468,30278.333,1693,NA,0
54,"PenzancePier",0,22,1817,147703.5468,30278.333,1753,NA,0
54,"PenzancePier",0,22,1817,147703.5468,30278.333,1831,9,1
54,"PenzancePier",0,22,1817,147703.5468,30278.333,1851,9,1
54,"PenzancePier",0,22,1817,147703.5468,30278.333,1911,0,1
405,"PielHarbour1",0,0,1883,323080.0359,464917.1071,1693,NA,0
405,"PielHarbour1",0,0,1883,323080.0359,464917.1071,1753,NA,0
405,"PielHarbour1",0,0,1883,323080.0359,464917.1071,1831,0,0
405,"PielHarbour1",0,0,1883,323080.0359,464917.1071,1851,0,0
405,"PielHarbour1",0,0,1883,323080.0359,464917.1071,1911,0,1
406,"PielHarbour3",0,0,0,321509.9075,465865.7271,1693,NA,0
406,"PielHarbour3",0,0,0,321509.9075,465865.7271,1753,NA,0
406,"PielHarbour3",0,0,0,321509.9075,465865.7271,1831,0,0
406,"PielHarbour3",0,0,0,321509.9075,465865.7271,1851,0,0
406,"PielHarbour3",0,0,0,321509.9075,465865.7271,1911,0,1
407,"PielHarbour5",0,0,0,319467.436,466381.212,1693,NA,0
407,"PielHarbour5",0,0,0,319467.436,466381.212,1753,NA,0
407,"PielHarbour5",0,0,0,319467.436,466381.212,1831,0,0
407,"PielHarbour5",0,0,0,319467.436,466381.212,1851,0,0
407,"PielHarbour5",0,0,0,319467.436,466381.212,1911,0,1
